runcat,eta,V,maxFlx,avgFlx,freq,dpts,newSrc
119,0.636137808371026,0.0575715348373881,0.00103202412223576,0.000911014876689802,1283.8955078125,65,N
474,6.30655716070493,0.114793607690511,0.00198314910872007,0.00149620305196457,1283.8955078125,65,N
1371,0.357774020362894,0.190644705687299,0.000230653533835703,0.000152848818051299,1283.8955078125,56,N
1478,0.419351219291087,0.309921712145154,0.000208590059199376,0.000118871735975232,1283.8955078125,33,N
852,0.661625235320259,0.615212594235062,0.000159401087745331,7.3814757680878e-05,1283.8955078125,19,N
121,2.6749315941533,0.195644373667241,0.000971117188805541,0.000631435214975751,1283.8955078125,64,N
123,0.515250220293391,0.121170701233934,0.000673483109337589,0.000443926938223688,1283.8955078125,64,N
397,40.0723824279492,0.193596810905609,0.00398491080905187,0.00244360865453019,1283.8955078125,65,N
56,0.364841539533532,0.18334413416632,0.000334350013497763,0.00018568140381753,1283.8955078125,63,N
789,0.586650037976147,0.571589567664098,0.000234014966239755,7.6759114474321e-05,1283.8955078125,12,N
1370,0.515709843321868,0.307000119607336,0.000262973404316989,0.000121640652421457,1283.8955078125,43,N
871,0.310244701598726,0.162393207760638,0.00021627624042476,0.000155779469297733,1283.8955078125,59,N
128,1.51277477729241,0.0736913181077966,0.00247631541823557,0.00211635553238659,1283.8955078125,65,N
374,0.446790503022217,0.319032840440029,0.00146100343618128,0.000644782892493609,1283.8955078125,38,N
245,0.385376374765007,0.309701823689163,0.000641914425161178,0.000233197452523474,1283.8955078125,45,N
1412,0.42827372327247,0.27870228812928,0.000262295169245312,0.000162874824476906,1283.8955078125,54,N
1210,0.677727828559639,0.612298625312315,0.000252317011837406,0.00011448088089729,1283.8955078125,14,N
539,0.80344317829525,0.176743204268298,0.00367409613536438,0.00188131929893493,1283.8955078125,32,N
1122,0.722930715015027,0.698209203478977,0.000278166453438172,6.47012570696947e-05,1283.8955078125,6,N
1369,0.469338593481679,0.358941576405887,0.000233691746644187,0.000114840703886622,1283.8955078125,16,N
985,0.608616435666947,0.367888361111914,0.000273320798035599,0.00012821313017458,1283.8955078125,34,N
446,0.694436857999091,0.0681962483451489,0.00223143319891056,0.00152944932719153,1283.8955078125,65,N
